economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,has_account
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,206953749,0.375904030023952,2,31.0,2,3,1.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,2.0,2.0,2.0,2.0,2,,,2,2,2,,,,1,2,2.0,2.0,2,2,2,,3,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,1,2,2,2.0,1.0,,1,0,2,4,4,4.0,2,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,183193241,0.420618701273764,1,18.0,2,3,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,5,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,2.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,185792714,0.368016836703443,2,32.0,2,5,1.0,,1,1,1.0,2.0,2.0,1,1.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,2.0,,1,2,1,3.0,1.0,,1,1,2.0,2.0,2,2,2,,1,3.0,3.0,2.0,,,,1.0,1.0,,,1,1.0,1.0,1.0,,,2,,,,,,,1,2,1.0,1.0,,,1.0,2.0,1.0,2.0,,,2,2,3,3,1.0,2.0,,1,0,4,1,4,1.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,132333287,0.43095305990542,1,24.0,3,4,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,1,1,1,2.0,2.0,,2,2,,2.0,2,2,1,,2,3.0,3.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,2,1,2.0,1.0,,1,1,2,4,4,4.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,175300287,0.216742826774226,2,34.0,3,5,1.0,,1,1,1.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,2.0,1.0,,2,2,1.0,2.0,1,2,1,,1,3.0,3.0,1.0,1.0,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,3,2.0,2.0,,1,1,4,4,4,4.0,4,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,128903560,0.272236599786257,1,35.0,2,3,1.0,,1,1,1.0,1.0,2.0,2,,,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2,,,2,1,2,,,,2,2,2.0,2.0,1,1,1,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,2,3.0,1.0,,0,1,4,4,4,4.0,2,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,140771499,0.8427597583412,1,23.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,1.0,2.0,,1,1,1.0,2.0,1,2,1,,3,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,2.0,1.0,1.0,,,1.0,2,2,,,,,2.0,,,,,,2,1,2,1,2.0,1.0,,1,1,1,4,4,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,168092830,0.168433105960408,2,26.0,3,5,2.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1,1.0,,1,1,1,2.0,2.0,,1,1,1.0,1.0,2,1,2,2.0,1,3.0,3.0,1.0,1.0,,,2.0,,,,1,1.0,1.0,1.0,,,1,2.0,2.0,2.0,2.0,1.0,2.0,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,1,1,4,4,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,119151435,0.706627827084547,1,42.0,1,1,1.0,,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,2,2,2.0,3,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,1,1.0,2.0,,,2.0,,,,,,1,1,1,2,4.0,1.0,,1,0,4,1,1,4.0,2,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,141422074,0.289543896713651,2,43.0,3,4,1.0,,1,1,1.0,1.0,2.0,1,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,2.0,1.0,,1,2,1.0,2.0,2,2,1,,1,3.0,3.0,1.0,1.0,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,2,3,3,,2.0,,1,1,4,4,4,4.0,4,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,182682308,1.19086290935245,1,30.0,2,2,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,1,1,,4,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,1,1,4,4,4,4.0,2,5.0,2,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,124969940,1.12767265482148,1,49.0,2,3,1.0,,1,1,0.0,1.0,2.0,1,2.0,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,0,1,2,4,4,4.0,2,5.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,176666907,0.63245601307144,2,18.0,2,4,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,1,1,2.0,1.0,,1,2,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,3,1,1,1,2.0,3.0,,1,0,2,4,4,4.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,177307538,0.307882084545169,2,49.0,3,5,1.0,,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1,1.0,,1,1,1,2.0,1.0,,1,1,1.0,2.0,1,2,1,,1,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,2.0,,,1,1.0,1.0,1.0,,,2.0,1,2,1.0,1.0,,,1.0,1.0,1.0,2.0,,,3,2,2,3,3.0,2.0,,1,1,1,1,4,1.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,183627652,0.168433105960408,2,26.0,3,5,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,1,1,1,,1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,2.0,,1,1,4,4,4,4.0,2,2.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,131302635,0.909338266294248,2,34.0,2,5,1.0,,1,1,0.0,1.0,2.0,1,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1,1.0,,2,1,2,,,,2,1,,1.0,2,1,1,2.0,2,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,1,1,1,4,4,4.0,2,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,194699567,0.649967508870169,2,19.0,2,5,2.0,,1,1,1.0,2.0,2.0,1,1.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1,2.0,,1,1,1,1.0,2.0,,2,1,1.0,2.0,2,2,2,,2,3.0,2.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,1.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,3,2.0,2.0,,1,1,4,4,4,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,170375991,1.47123294489736,1,47.0,1,2,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,1,3,2.0,1.0,,0,1,2,4,4,2.0,4,5.0,1,2,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,182548173,0.168433105960408,1,26.0,2,3,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,1,1,1,4.0,1.0,,0,0,2,4,4,4.0,4,2.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,119812034,2.1416017860789,1,24.0,1,3,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,1,1,3.0,1.0,,0,1,4,2,4,4.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,120943734,0.325114240161339,2,34.0,2,5,1.0,,1,1,1.0,1.0,2.0,1,2.0,,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,,,1,1,2,,,,2,1,2.0,2.0,2,2,2,,1,3.0,2.0,1.0,1.0,,,2.0,,,,1,1.0,1.0,1.0,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,1.0,,,2,2,3,3,2.0,3.0,,1,0,4,4,4,1.0,1,1.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,131359751,1.15893627818822,2,30.0,2,4,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,1,2,1,,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,3,1,2,1,2.0,1.0,,1,1,2,4,4,4.0,4,2.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,138365843,0.722091596905541,1,47.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,2.0,,1,1,1,1.0,2.0,,1,1,1.0,2.0,2,2,2,,1,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,0,2,4,4,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,177948642,0.812733800970207,2,63.0,2,4,1.0,,1,1,0.0,1.0,2.0,1,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,1,2,1,,3,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,2,2,3,2.0,2.0,,1,1,2,4,4,4.0,2,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,169487650,1.7939796758992,2,16.0,1,3,1.0,,1,1,0.0,2.0,2.0,2,,,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2.0,1.0,,1,1,,2.0,1,2,1,,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,1,2.0,1.0,,1,1,4,4,4,4.0,2,2.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,123437669,0.477808484286259,1,25.0,2,5,1.0,,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,1,1.0,,2,1,1,2.0,1.0,,2,2,,1.0,1,2,2,1.0,4,1.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,2,2,,,,,1.0,1.0,1.0,2.0,,,2,1,1,2,2.0,1.0,,1,1,1,4,4,1.0,2,3.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,149277491,0.529876057546308,2,39.0,2,5,1.0,,1,1,0.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,2,2,2,,1,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,3,3,2.0,1.0,,1,0,4,4,4,4.0,2,5.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,125708145,1.2326455124023,1,35.0,2,4,2.0,,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,1,2,,1.0,1,2,2,2.0,4,2.0,2.0,2.0,,,,2.0,,,,1,1.0,2.0,1.0,,,1,2.0,1.0,1.0,,,2.0,1,2,1.0,2.0,,,2.0,,,,,,2,2,2,2,2.0,1.0,,1,1,1,1,4,4.0,1,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,179493855,0.885141150843997,2,22.0,2,3,1.0,,1,1,0.0,1.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,1,1,4.0,1.0,,0,1,4,3,4,4.0,2,5.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,204679949,0.327707967547087,1,37.0,2,1,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,2.0,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,1,1,3.0,1.0,,1,1,4,3,4,4.0,3,2.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,206103966,2.32752810536163,2,24.0,1,1,1.0,,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,1,1,1,2.0,2,2.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,2,,,,,,1,2.0,1.0,2.0,,,1.0,1,2,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,,1,1,1,1,2.0,1.0,,1,1,1,2,4,1.0,4,3.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,207627191,0.450748496513528,2,50.0,2,1,1.0,,1,1,0.0,1.0,2.0,1,2.0,,2.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,2.0,2.0,2,2,2,,1,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,1,1,2.0,1.0,,1,0,4,4,4,2.0,2,5.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,207035983,0.200361886973044,1,19.0,2,4,2.0,,1,1,0.0,2.0,2.0,2,,,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2.0,1.0,,1,1,,2.0,2,1,1,,1,2.0,2.0,2.0,,,,1.0,1.0,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,2,1,3,3,1.0,2.0,,1,1,4,2,4,4.0,4,1.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,168334969,0.619913754373545,1,31.0,2,1,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,1,2,,,,2,2,,1.0,2,2,1,2.0,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,1,1,2,4,4,4.0,2,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,155179265,3.59034181995605,2,43.0,1,3,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,138396091,0.362982133048343,1,43.0,3,4,1.0,,1,1,1.0,,,1,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2,,,1,1,1,2.0,1.0,,1,1,2.0,1.0,1,1,1,1.0,3,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,1.0,,1,1,4,4,4,4.0,4,1.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,208077063,2.83964177290635,2,24.0,1,2,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,2.0,2.0,,2,1,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,1,1,1.0,1.0,,0,1,3,4,3,4.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,175355240,2.35957006705755,2,25.0,2,2,1.0,,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,2.0,2.0,1,1.0,,2,2,1,2.0,1.0,,2,2,2.0,2.0,2,2,1,,3,2.0,1.0,2.0,,,,2.0,,,,1,1.0,2.0,1.0,,,1,2.0,2.0,2.0,1.0,,,1,2,1.0,1.0,,,2.0,,,,,,1,1,1,1,4.0,1.0,,0,1,2,1,4,4.0,1,5.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,146027424,0.405436330161317,1,32.0,3,4,1.0,,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,2.0,,0,0,1,4,4,4.0,2,5.0,1,2,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,210963939,2.65190928229266,1,68.0,2,2,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,4,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,2,2.0,2.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,116459345,0.212078826938299,1,34.0,3,5,1.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,1.0,2.0,2.0,2.0,2,,,2,1,1,2.0,1.0,,2,2,2.0,2.0,1,2,1,,2,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,2,1,2,2,2.0,1.0,,1,1,4,2,4,4.0,2,1.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,171098644,0.412786130870506,2,26.0,3,5,2.0,,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,1.0,1.0,2.0,1.0,2,,,1,1,1,1.0,2.0,,1,1,1.0,2.0,2,2,2,,1,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,2.0,1,2.0,1.0,1.0,,,2.0,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,3.0,,1,0,1,4,4,4.0,3,5.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,168471969,1.2719622501997,1,18.0,2,4,2.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,2.0,2.0,2.0,2.0,1,1.0,,1,1,1,1.0,2.0,,2,2,2.0,2.0,2,2,2,,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,2.0,1.0,1.0,,,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,1,1,3.0,1.0,,1,0,4,3,4,4.0,1,3.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,153483282,0.810547213772126,1,17.0,2,2,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,5,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,2.0,1.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,0
